restaurant_name,location,city,cuisines,average_cost_for_two,aggregate_rating,votes,restaurant_type,online_order,book_table
Food Singh,New Bel Road,New Bel Road,north indian,500.0,0.0,0,"Takeaway, Delivery",Yes,No
Delhi Food Factory,New Bel Road,New Bel Road,north indian,500.0,0.0,0,Delivery,Yes,No
The Real Mexican,Sahakara Nagar,New Bel Road,mexican,300.0,0.0,0,Delivery,No,No
Curry Flavours,Bellandur,Bellandur,"tamil, south indian, north indian, chinese",200.0,0.0,0,Casual Dining,No,No
Wat-a-Biryani,New Bel Road,New Bel Road,biryani,500.0,0.0,0,Delivery,Yes,No
9 Bowls,Hsr,Koramangala 5Th Block,"north indian, fast food, chinese",500.0,0.0,0,"Takeaway, Delivery",Yes,No
Me And My Cake,Electronic City,Electronic City,"bakery, desserts",500.0,0.0,0,Takeaway,No,No
Sapfresh,Marathahalli,Marathahalli,beverages,150.0,0.0,0,Delivery,No,No
Patel Eat,Marathahalli,Marathahalli,"north indian, south indian",200.0,0.0,0,"Takeaway, Delivery",No,No
Ofoodz,Marathahalli,Marathahalli,north indian,300.0,0.0,0,Delivery,No,No
Eat Eroo Bombay Vada Pav & Chats,Marathahalli,Marathahalli,"street food, fast food",200.0,0.0,0,Quick Bites,No,No
Heaven 2 Oven,Btm,Koramangala 5Th Block,chinese,300.0,0.0,0,Quick Bites,Yes,No
Just Bite@Late Night,Btm,Koramangala 5Th Block,"sandwich, fast food, burger, rolls",300.0,0.0,0,Delivery,Yes,No
The Cake Lair,Electronic City,Electronic City,"bakery, fast food, beverages",600.0,0.0,0,"Bakery, Quick Bites",No,No
FixMyNutrition,Marathahalli,Marathahalli,"healthy food, asian, continental",500.0,0.0,0,Delivery,No,No
North Chinese Centre,Bannerghatta Road,Btm,"chinese, north indian",250.0,0.0,0,Quick Bites,Yes,No
New Select Hotel,Jayanagar,Btm,south indian,150.0,0.0,0,Quick Bites,No,No
Jiffy Fast Food,Bannerghatta Road,Btm,"arabian, juices",200.0,0.0,0,Quick Bites,No,No
Hotel SRV,Hsr,Btm,"south indian, biryani",300.0,0.0,0,Quick Bites,No,No
Shree Ganesha Hotel,Bommanahalli,Btm,south indian,200.0,0.0,0,Quick Bites,No,No
Ambur Hotel,Bannerghatta Road,Btm,south indian,250.0,0.0,0,Quick Bites,No,No
Mirapakaya,Bellandur,Bellandur,"south indian, fast food",300.0,0.0,0,Quick Bites,Yes,No
Red Chillies Curries Point,Yelahanka,New Bel Road,andhra,250.0,0.0,0,Quick Bites,Yes,No
Shandys-The Beer Cocktail Hub,Electronic City,Electronic City,"north indian, south indian, chinese, italian",1400.0,0.0,0,"Bar, Casual Dining",No,No
46 Ounces Brewgarden,Electronic City,Electronic City,"bar food, finger food, pizza",1600.0,0.0,0,Microbrewery,No,Yes
Chawla's 2 Online.com,New Bel Road,New Bel Road,north indian,800.0,0.0,0,"Takeaway, Delivery",Yes,No
Sethi's,Sanjay Nagar,New Bel Road,"north indian, chinese",600.0,0.0,0,Delivery,Yes,No
Cheesy Bites,New Bel Road,New Bel Road,"chinese, fast food, italian",200.0,0.0,0,Quick Bites,Yes,No
Vandana Mess,Bellandur,Bellandur,south indian,200.0,0.0,0,Mess,No,No
BTM Bawarchi Biryani,Bellandur,Bellandur,"biryani, north indian, chinese",600.0,0.0,0,Casual Dining,No,No
Kettle & Kegs,Btm,Koramangala 5Th Block,"tea, beverages",200.0,0.0,0,Delivery,Yes,No
Chination,Sanjay Nagar,New Bel Road,chinese,600.0,0.0,0,Delivery,No,No
GFC Biryani,Btm,Koramangala 5Th Block,biryani,300.0,0.0,0,Quick Bites,Yes,No
Night Hawks,Hsr,Koramangala 5Th Block,"biryani, fast food, north indian, chinese",400.0,0.0,0,Quick Bites,Yes,No
Amrutha Restaurant,Bommanahalli,Btm,"south indian, north indian, chinese",250.0,0.0,0,Quick Bites,No,No
The Rice Company,Marathahalli,Marathahalli,north indian,500.0,0.0,0,Delivery,No,No
Re:fuel- Aloft Bengaluru Cessna Business Park,Bellandur,Bellandur,"bakery, beverages, cafe, coffee, desserts, sandwich",1000.0,0.0,0,"Cafe, Bakery",No,No
Sri Banashankari Biryani Kabab Centre,Bannerghatta Road,Btm,"biryani, fast food",100.0,0.0,0,Quick Bites,No,No
Kettle & Kegs,Sahakara Nagar,New Bel Road,"tea, beverages",200.0,0.0,0,Beverage Shop,Yes,No
You N Cane,Jayanagar,Koramangala 5Th Block,"beverages, juices",250.0,0.0,0,Beverage Shop,Yes,No
Cakeport,Bannerghatta Road,Koramangala 5Th Block,bakery,400.0,0.0,0,Bakery,Yes,No
Shake The Shake,Btm,Koramangala 5Th Block,juices,200.0,0.0,0,Beverage Shop,Yes,No
Hatti Kaapi,New Bel Road,New Bel Road,"south indian, street food",200.0,0.0,0,Quick Bites,Yes,No
Chef Baker's,New Bel Road,New Bel Road,bakery,450.0,0.0,0,Bakery,Yes,No
Chaska Inn,New Bel Road,New Bel Road,"north indian, chinese, arabian",300.0,0.0,0,Quick Bites,Yes,No
Sweetie Celebrations Cafe,New Bel Road,New Bel Road,"desserts, beverages",300.0,0.0,0,,Yes,No
Masala Kitchen,Bellandur,Bellandur,north indian,700.0,0.0,0,Casual Dining,No,No
Crispy Fried Chicken,New Bel Road,New Bel Road,"burger, fast food",150.0,0.0,0,Quick Bites,Yes,No
Arabian Delight,Marathahalli,Marathahalli,"arabian, north indian, chinese",800.0,0.0,0,Casual Dining,No,No
I-Scoop Cafe,Jayanagar,Btm,"fast food, pizza, desserts",300.0,0.0,0,Quick Bites,Yes,No
Manna Tasty Foods,Hosur Road,Btm,"south indian, biryani, seafood",500.0,0.0,0,Quick Bites,No,No
SLV Hotel,Bommanahalli,Btm,"south indian, chinese",250.0,0.0,0,Quick Bites,No,No
Juice & Burger Cafeteria,Hsr,Btm,"fast food, beverages",300.0,0.0,0,Quick Bites,No,No
Hotel Sultan,Bommanahalli,Btm,kebab,250.0,0.0,0,Quick Bites,No,No
Food Magic,Hsr,Btm,"north indian, chinese",300.0,0.0,0,Quick Bites,No,No
Olives Restaurant,Hsr,Koramangala 5Th Block,"south indian, chinese, north indian",400.0,0.0,0,Quick Bites,Yes,No
Shawarma Inc,Jayanagar,Koramangala 5Th Block,"rolls, lebanese",200.0,0.0,0,Quick Bites,Yes,No
Sri Murali Krishna,Bellandur,Bellandur,"north indian, chinese, biryani",600.0,0.0,0,Casual Dining,Yes,No
Nellore Andhra Mess,Bellandur,Bellandur,"andhra, south indian",300.0,0.0,0,Mess,No,No
Ambur Dum Biryani,Bellandur,Bellandur,"biryani, south indian",250.0,0.0,0,Mess,No,No
Sri Sai Fast Food,New Bel Road,New Bel Road,south indian,100.0,0.0,0,Quick Bites,No,No
House Of Combos,Marathahalli,Marathahalli,"north indian, fast food, burger, momos",600.0,0.0,0,Delivery,Yes,No
Sardar Tikka Singh,Marathahalli,Marathahalli,north indian,500.0,0.0,0,"Takeaway, Delivery",Yes,No
Mad Over Biryani,Marathahalli,Marathahalli,"north indian, biryani",600.0,0.0,0,"Takeaway, Delivery",No,No
Smogrill,New Bel Road,New Bel Road,"north indian, mughlai, chinese, beverages",150.0,0.0,0,"Takeaway, Delivery",No,No
Tandoori Ghar,Bellandur,Bellandur,"north indian, chinese, biryani",400.0,0.0,0,Casual Dining,Yes,No
Rraps,Electronic City,Electronic City,"chinese, north indian",700.0,0.0,0,Casual Dining,No,No
Royal South Restaurant,Electronic City,Electronic City,"south indian, chinese",650.0,0.0,0,Casual Dining,No,No
Biryani King,New Bel Road,New Bel Road,"biryani, north indian, chinese",400.0,0.0,0,Quick Bites,No,No
BBQ Nation Delivery,New Bel Road,New Bel Road,"bbq, mughlai",750.0,0.0,0,Delivery,Yes,No
The Snnackos,New Bel Road,New Bel Road,"north indian, fast food",250.0,0.0,0,Quick Bites,No,No
Q3 Food Corner,New Bel Road,New Bel Road,"south indian, north indian",500.0,0.0,0,Casual Dining,No,No
Andhra Ruchies,New Bel Road,New Bel Road,"andhra, biryani",400.0,0.0,0,Quick Bites,No,No
Lazeez Fast Food,New Bel Road,New Bel Road,"north indian, chinese, biryani, rolls",300.0,0.0,0,Quick Bites,No,No
New Nalapakam,Electronic City,Electronic City,south indian,500.0,0.0,0,Casual Dining,No,No
Thindipotha,New Bel Road,New Bel Road,biryani,300.0,0.0,0,Quick Bites,No,No
Hot and Spicy Restaurant,Bommanahalli,Btm,chinese,350.0,0.0,0,Quick Bites,No,No
Donne Biriyani Mane,Jp Nagar,Btm,"biryani, kebab",250.0,0.0,0,Quick Bites,No,No
SAATHVIK Cafe Chats,Jp Nagar,Btm,"north indian, street food",250.0,0.0,0,Quick Bites,No,No
TeaChaTe Express,Jp Nagar,Btm,"fast food, tea",150.0,0.0,0,Quick Bites,No,No
Cooking Restaurant,New Bel Road,New Bel Road,north indian,200.0,0.0,0,Quick Bites,No,No
Kabab Bite,New Bel Road,New Bel Road,"north indian, chinese, biryani",400.0,0.0,0,Quick Bites,No,No
Taste Buds,New Bel Road,New Bel Road,"south indian, kerala, north indian",200.0,0.0,0,Quick Bites,No,No
United Cafe & Fastfood,New Bel Road,New Bel Road,"fast food, north indian",400.0,0.0,0,Quick Bites,No,No
Munch Box,New Bel Road,New Bel Road,"north indian, fast food, south indian",400.0,0.0,0,Quick Bites,No,No
Rumi's,New Bel Road,New Bel Road,"biryani, chinese, rolls",300.0,0.0,0,Quick Bites,No,No
Hotel Tasty Land,New Bel Road,New Bel Road,"chinese, south indian",200.0,0.0,0,Quick Bites,No,No
Kake Ka Hotel,New Bel Road,New Bel Road,north indian,400.0,0.0,0,Delivery,No,No
Home Kitchen,New Bel Road,New Bel Road,north indian,250.0,0.0,0,Delivery,No,No
Lotus Bell,New Bel Road,New Bel Road,"north indian, chinese",500.0,0.0,0,Quick Bites,No,No
Desi Rasoi,New Bel Road,New Bel Road,"fast food, north indian",300.0,0.0,0,Quick Bites,No,No
Andhra Mess,New Bel Road,New Bel Road,south indian,300.0,0.0,0,Mess,No,No
Orissa Dining Mess,New Bel Road,New Bel Road,"bengali, north indian",300.0,0.0,0,Mess,No,No
Ootada Dabba,New Bel Road,New Bel Road,south indian,200.0,0.0,0,"Takeaway, Delivery",No,No
Bake-A-Luru,New Bel Road,New Bel Road,"bakery, desserts",500.0,0.0,0,Bakery,No,No
Yumkiin,New Bel Road,New Bel Road,"bengali, south indian, bihari, oriya, north indian",250.0,0.0,0,Delivery,No,No
Akshaya Spice,New Bel Road,New Bel Road,"andhra, chinese, north indian",300.0,0.0,0,Quick Bites,No,No
Bengaluru Hut,New Bel Road,New Bel Road,south indian,150.0,0.0,0,Quick Bites,No,No
New Prashanth Natti Style,New Bel Road,New Bel Road,"south indian, biryani",300.0,0.0,0,Quick Bites,No,No
Rabi North Indian Food,New Bel Road,New Bel Road,"north indian, chinese",250.0,0.0,0,Quick Bites,No,No
Loca - The World Of Kitchen,New Bel Road,New Bel Road,south indian,200.0,0.0,0,Mess,No,No
Hotpot EggStacy Chinese,New Bel Road,New Bel Road,chinese,250.0,0.0,0,Quick Bites,No,No
Swaad,New Bel Road,New Bel Road,bengali,400.0,0.0,0,"Takeaway, Delivery",No,No
La Mirch,New Bel Road,New Bel Road,"north indian, kashmiri",400.0,0.0,0,Delivery,No,No
Sri Vasavi Bangarpet Chats,New Bel Road,New Bel Road,fast food,300.0,0.0,0,Quick Bites,No,No
New Ambur Hot Dum Biriyani,New Bel Road,New Bel Road,biryani,200.0,0.0,0,Quick Bites,No,No
Sunmart Ice Cream Parlour,New Bel Road,New Bel Road,ice cream,100.0,0.0,0,Dessert Parlor,No,No
Happy Khaana,Sanjay Nagar,New Bel Road,north indian,300.0,0.0,0,Delivery,No,No
Bangalore Blooms,Sanjay Nagar,New Bel Road,bakery,300.0,0.0,0,Bakery,No,No
Kolkatta Famous Kati Rolls,New Bel Road,New Bel Road,rolls,150.0,0.0,0,"Takeaway, Delivery",No,No
Ministry of Burger,New Bel Road,New Bel Road,continental,500.0,0.0,0,Delivery,No,No
NS Garden Restaurant,Electronic City,Electronic City,"andhra, north indian, chinese, south indian",550.0,0.0,0,Casual Dining,No,No
On The Rock,Electronic City,Electronic City,"north indian, chinese",1000.0,0.0,0,Casual Dining,No,No
Glasso Cafe,Electronic City,Electronic City,"continental, chinese",1200.0,0.0,0,Casual Dining,No,No
Sri Gajanana Fruit Juice Center,New Bel Road,New Bel Road,"juices, fast food",150.0,0.0,0,"Quick Bites, Beverage Shop",Yes,No
Crispy Clouds,New Bel Road,New Bel Road,"bakery, desserts",300.0,0.0,0,Delivery,No,No
Boys Home,New Bel Road,New Bel Road,"north indian, south indian",100.0,0.0,0,Delivery,No,No
Tea Trails,Hsr,Koramangala 5Th Block,"continental, tea, fast food, italian",600.0,0.0,0,Cafe,Yes,No
Shake The Shake,New Bel Road,New Bel Road,juices,200.0,0.0,0,Quick Bites,Yes,No
Vydehi Green Park Multicuisine Restaurant,Whitefield,Brookefield,"north indian, south indian, chinese",400.0,0.0,0,Quick Bites,No,No
Mayas kitchen,Whitefield,Brookefield,"south indian, chinese, chettinad",0.0,0.0,0,Casual Dining,No,No
Rajanna Mane Oota,"Varthur Main Road, Whitefield",Brookefield,south indian,200.0,0.0,0,Quick Bites,No,No
Cafe Mojo,Sahakara Nagar,New Bel Road,fast food,400.0,0.0,0,Quick Bites,No,No
Casrod Naaz,Jalahalli,New Bel Road,"mughlai, north indian, chinese",450.0,0.0,0,Casual Dining,No,No
New Ambur Hot Dum Biryani,Sanjay Nagar,New Bel Road,"arabian, biryani, north indian",400.0,0.0,0,Quick Bites,No,No
Dil Face Food,Sanjay Nagar,New Bel Road,fast food,150.0,0.0,0,Quick Bites,No,No
Desi Spicey,Sanjay Nagar,New Bel Road,"north indian, chinese",300.0,0.0,0,Delivery,No,No
Hotel Amulya,Electronic City,Electronic City,"north indian, chettinad, chinese",500.0,0.0,0,Casual Dining,No,No
Sherin Ice Palace,Sanjay Nagar,New Bel Road,"ice cream, desserts",250.0,0.0,0,Dessert Parlor,No,No
Ruchi Curry Point,Yeshwantpur,New Bel Road,"biryani, north indian",400.0,0.0,0,Quick Bites,No,No
Al Kabab Corner,Sanjay Nagar,New Bel Road,"chinese, north indian",350.0,0.0,0,Quick Bites,No,No
Indian Bench,Sahakara Nagar,New Bel Road,"fast food, north indian",500.0,0.0,0,Quick Bites,No,No
The Local Kitchen,Sanjay Nagar,New Bel Road,"chinese, north indian",250.0,0.0,0,Delivery,No,No
Om Meals & Paratha Junction,New Bel Road,New Bel Road,north indian,100.0,0.0,0,Quick Bites,Yes,No
Rotti Mane,New Bel Road,New Bel Road,south indian,200.0,0.0,0,Quick Bites,Yes,No
Tiffinmates,Whitefield,Brookefield,north indian,300.0,0.0,0,"Takeaway, Delivery",No,No
Daily Bread,Whitefield,Brookefield,"bakery, fast food, italian",600.0,0.0,0,Bakery,No,No
Omleterian,Hsr,Koramangala 6Th Block,"american, continental",200.0,0.0,0,Quick Bites,Yes,No
Ghar Ka Healthy Khana,Marathahalli,Marathahalli,fast food,100.0,0.0,0,"Takeaway, Delivery",No,No
Nala Bheema Hotel,Sanjay Nagar,New Bel Road,south indian,150.0,0.0,0,Quick Bites,No,No
Lasagna,Sahakara Nagar,New Bel Road,italian,300.0,0.0,0,Quick Bites,No,No
Sastry And Sastry Pure Veg Food,Jalahalli,New Bel Road,"south indian, north indian, chinese",300.0,0.0,0,Quick Bites,Yes,No
Cherry Chinese Fast Food & Kolkata Kati Rolls,Hebbal,New Bel Road,"chinese, rolls, fast food",400.0,0.0,0,Quick Bites,No,No
Anmol Sweets And Snacks,Electronic City,Electronic City,"mithai, street food, fast food",200.0,0.0,0,Sweet Shop,No,No
BJM Restaurant and Cafe,Electronic City,Electronic City,"north indian, chinese, continental",700.0,0.0,0,Casual Dining,No,No
Sahaja Foods,Electronic City,Electronic City,south indian,150.0,0.0,0,Quick Bites,No,No
Juglee,New Bel Road,New Bel Road,"fast food, sandwich, beverages",150.0,0.0,0,Quick Bites,Yes,No
Kolkata Famous Kati Rolls,Jalahalli,New Bel Road,rolls,150.0,0.0,0,Quick Bites,No,No
Terminus Tiffin Meal Service,North Bangalore,New Bel Road,north indian,200.0,0.0,0,Delivery,No,No
Palahaaram,Whitefield,Brookefield,street food,500.0,0.0,0,Quick Bites,No,No
1 Fahreheit,New Bel Road,New Bel Road,"desserts, ice cream",200.0,0.0,0,Dessert Parlor,No,No
Udupi Brahmins Cafe,Marathahalli,Marathahalli,south indian,150.0,0.0,0,"Takeaway, Delivery",No,No
Red Roost,Whitefield,Brookefield,"north indian, south indian",500.0,0.0,0,,No,No
Traffic Jam,Whitefield,Brookefield,north indian,400.0,0.0,0,Quick Bites,No,No
Hotel North Indian Express,Whitefield,Brookefield,"north indian, chinese",250.0,0.0,0,Quick Bites,No,No
Baba Da Dhaba,"Varthur Main Road, Whitefield",Brookefield,"north indian, biryani, rolls, beverages",400.0,0.0,0,"Takeaway, Delivery",No,No
C R Mangalore Bakery,Sarjapur Road,Bellandur,bakery,300.0,0.0,0,Bakery,No,No
The Gulkand Store,Btm,Bellandur,"desserts, ice cream",100.0,0.0,0,Dessert Parlor,No,No
L J Iyengar Bakery,Jalahalli,New Bel Road,"bakery, desserts",500.0,0.0,0,Bakery,No,No
Authentic Aandhra,Btm,Koramangala 5Th Block,"andhra, north indian",300.0,0.0,0,Delivery,Yes,No
Hangyo,New Bel Road,New Bel Road,ice cream,200.0,0.0,0,Dessert Parlor,No,No
Nandhana Mithai,New Bel Road,New Bel Road,"mithai, desserts",500.0,0.0,0,Sweet Shop,No,No
Tummy Wants Yummy,Marathahalli,Marathahalli,north indian,150.0,0.0,0,Quick Bites,No,No
Hunger Box,Marathahalli,Marathahalli,"north indian, chinese",400.0,0.0,0,"Takeaway, Delivery",No,No
Kanteen 077,Whitefield,Brookefield,"beverages, fast food",200.0,0.0,0,Quick Bites,No,No
S L Prabhat,Whitefield,Brookefield,"fast food, north indian, sandwich",200.0,0.0,0,Delivery,No,No
Lord of Combos,Whitefield,Brookefield,north indian,500.0,0.0,0,Delivery,No,No
Watheen Nuts,Whitefield,Brookefield,unknown,400.0,0.0,0,"Takeaway, Delivery",No,No
La Liz Restaurant,Electronic City,Electronic City,"south indian, north indian, chinese",400.0,0.0,0,Quick Bites,No,No
Nellore Ruchulu,Electronic City,Electronic City,andhra,500.0,0.0,0,Casual Dining,No,No
38 Sugar Lane,Bellandur,Bellandur,"bakery, desserts",850.0,0.0,0,"Takeaway, Delivery",No,No
The French Loaf,Bellandur,Bellandur,"bakery, desserts",400.0,0.0,0,"Bakery, Quick Bites",No,No
The Chocolate Heaven - Cakes,Bellandur,Bellandur,"desserts, bakery, beverages",600.0,0.0,0,"Dessert Parlor, Bakery",Yes,No
Me And My Cake,Bellandur,Bellandur,"bakery, desserts",500.0,0.0,0,"Takeaway, Delivery",No,No
The Ganache Factory,Bellandur,Bellandur,"desserts, bakery",400.0,0.0,0,"Dessert Parlor, Bakery",No,No
Paani Kum Chai,Hsr,Koramangala 5Th Block,"tea, beverages",100.0,0.0,0,Beverage Shop,Yes,No
Hotel Vinn,Electronic City,Electronic City,"north indian, south indian, chinese",600.0,0.0,0,Casual Dining,No,No
Hot Attack Restaurant,Whitefield,Brookefield,"north indian, chinese, biryani",500.0,0.0,0,Casual Dining,No,No
Hanchina Mane Restaurant,Electronic City,Electronic City,north indian,400.0,0.0,0,Quick Bites,No,No
Nandini Dosa Camp,Electronic City,Electronic City,south indian,100.0,0.0,0,Quick Bites,No,No
BMG Hotel,Electronic City,Electronic City,"south indian, north indian",200.0,0.0,0,Quick Bites,No,No
Bombay Kulfis,Bellandur,Bellandur,ice cream,200.0,0.0,0,Dessert Parlor,No,No
Artinci Artisanal Ice Cream,Bellandur,Bellandur,"ice cream, desserts",300.0,0.0,0,Dessert Parlor,Yes,No
Sweet Truth,Bellandur,Bellandur,"bakery, desserts",500.0,0.0,0,Bakery,Yes,No
Gooey & Fluffy,Bellandur,Bellandur,"desserts, bakery",200.0,0.0,0,Delivery,No,No
Cane Crussh,Whitefield,Koramangala 5Th Block,juices,100.0,0.0,0,Beverage Shop,Yes,No
SLV Ragigudda,Jayanagar,Koramangala 5Th Block,"south indian, north indian, chinese",400.0,0.0,0,Quick Bites,Yes,No
New Swathi Family Restaurant,New Bel Road,New Bel Road,"andhra, north indian, chinese",500.0,0.0,0,Casual Dining,No,No
RKA Brahmins Coffee Bar,Electronic City,Electronic City,south indian,150.0,0.0,0,Quick Bites,No,No
China Town 07,Btm,Koramangala 5Th Block,"chinese, momos",300.0,0.0,0,Quick Bites,Yes,No
Shivaji Kshatriya Restaurant,New Bel Road,New Bel Road,"south indian, north indian",500.0,0.0,0,Casual Dining,No,No
XO Belgian Waffle,Bellandur,Bellandur,"desserts, beverages",400.0,0.0,0,Dessert Parlor,Yes,No
Kasturi Grand,Electronic City,Electronic City,south indian,250.0,0.0,0,Quick Bites,No,No
Rufi's Kati Roll,Domlur,Koramangala 6Th Block,rolls,0.0,0.0,0,Food Court,No,No
Wat-a-Biryani,Sarjapur Road,Bellandur,biryani,500.0,0.0,0,Delivery,Yes,No
Navab's,Sarjapur Road,Bellandur,mughlai,600.0,0.0,0,Delivery,Yes,No
Sethi's,Sarjapur Road,Bellandur,"north indian, chinese, bbq",600.0,0.0,0,Delivery,Yes,No
Food Singh,Sarjapur Road,Bellandur,north indian,500.0,0.0,0,Delivery,Yes,No
Hotel S Mom,Bellandur,Bellandur,"south indian, hyderabadi, chinese",350.0,0.0,0,Quick Bites,Yes,No
Chill Magic,New Bel Road,New Bel Road,"juices, beverages",200.0,0.0,0,Beverage Shop,No,No
Sunrise Family Restaurant,Whitefield,Brookefield,"north indian, south indian, chinese",500.0,0.0,0,Casual Dining,No,No
South Tiffin Corner,Whitefield,Brookefield,south indian,150.0,0.0,0,Delivery,No,No
Master Of Kebab,Whitefield,Brookefield,"kebab, arabian, afghan",450.0,0.0,0,Quick Bites,No,No
SLV Andhra Hotel,Whitefield,Brookefield,"andhra, south indian, chinese",300.0,0.0,0,Quick Bites,No,No
Shree Laxmi Scoop Ice Cream Parlour,Whitefield,Brookefield,ice cream,120.0,0.0,0,Dessert Parlor,No,No
Flavored With Love,Bellandur,Bellandur,bakery,200.0,0.0,0,"Takeaway, Delivery",No,No
Masale Daan,Rt Nagar,Bellandur,north indian,350.0,0.0,0,Delivery,Yes,No
RS Shiv Sagar Express,New Bel Road,New Bel Road,"south indian, north indian, chinese, fast food",300.0,0.0,0,Quick Bites,Yes,No
Tasty Castle,New Bel Road,New Bel Road,"chinese, north indian, rolls",300.0,0.0,0,Quick Bites,No,No
Slurpy Shakes,Btm,Koramangala 5Th Block,beverages,300.0,0.0,0,Delivery,Yes,No
Ahmed's Little Hut,Btm,Koramangala 5Th Block,fast food,250.0,0.0,0,Quick Bites,Yes,No
Tiffin,Electronic City,Electronic City,fast food,100.0,0.0,0,Quick Bites,No,No
Sai Sagar Food Court,Electronic City,Electronic City,"south indian, north indian, chinese",300.0,0.0,0,Quick Bites,No,No
Amaravathi Andhra Style Family Restaurant,Electronic City,Electronic City,andhra,250.0,0.0,0,Quick Bites,No,No
Chawla's 2 Online.com,Sarjapur Road,Bellandur,north indian,800.0,0.0,0,Delivery,Yes,No
Dhanbad Food Stall,New Bel Road,New Bel Road,"bihari, north indian, chinese",200.0,0.0,0,Quick Bites,No,No
The French Loaf,Domlur,Koramangala 6Th Block,"bakery, desserts, sandwich",400.0,0.0,0,"Bakery, Quick Bites",No,No
Chef Genie,Hsr,Koramangala 5Th Block,"biryani, fast food",500.0,0.0,0,Delivery,Yes,No
Neelu's Food Court,Electronic City,Electronic City,"south indian, fast food",250.0,0.0,0,Quick Bites,No,No
The Malabari,Electronic City,Electronic City,"south indian, fast food",300.0,0.0,0,Quick Bites,No,No
Ambur Dum Biryani,New Bel Road,New Bel Road,biryani,150.0,0.0,0,Quick Bites,No,No
New Priya Sagar,Electronic City,Electronic City,"south indian, chinese, street food",200.0,0.0,0,Quick Bites,No,No
Sri Varu Food Corner,Electronic City,Electronic City,south indian,150.0,0.0,0,Quick Bites,No,No
Wow Tiffin Food,Whitefield,Brookefield,north indian,200.0,0.0,0,Quick Bites,No,No
Bangarpet Chats,New Bel Road,New Bel Road,street food,100.0,0.0,0,Quick Bites,No,No
S-Cafe,New Bel Road,New Bel Road,south indian,150.0,0.0,0,Quick Bites,No,No
Chandan Shawarma's,New Bel Road,New Bel Road,lebanese,200.0,0.0,0,Quick Bites,No,No
Ambur Biriyani,New Bel Road,New Bel Road,biryani,250.0,0.0,0,Quick Bites,No,No
Sree Ayyappaa Foods,New Bel Road,New Bel Road,"south indian, north indian",300.0,0.0,0,Quick Bites,No,No
